Stock Price,Strike Price,Maturity,Dividends,Volatility,Risk-free,Call Price
216.04,215.0,0.06093983699647629,0.0196,0.3191,0.0088,9.0
216.04,220.0,0.06093983699647629,0.0196,0.3191,0.0088,5.6
216.04,225.0,0.06093983699647629,0.0196,0.3191,0.0088,3.6
216.04,230.0,0.06093983699647629,0.0196,0.3191,0.0088,2.65
216.04,235.0,0.06093983699647629,0.0196,0.3191,0.0088,1.35
216.04,240.0,0.06093983699647629,0.0196,0.3191,0.0088,0.7
216.04,210.0,0.080104792506401,0.0196,0.3191,0.0088,12.1
216.04,215.0,0.080104792506401,0.0196,0.3191,0.0088,9.2
216.04,220.0,0.080104792506401,0.0196,0.3191,0.0088,6.3
216.04,225.0,0.080104792506401,0.0196,0.3191,0.0088,4.4
216.04,230.0,0.080104792506401,0.0196,0.3191,0.0088,3.1
216.04,235.0,0.080104792506401,0.0196,0.3191,0.0088,2.0
216.04,215.0,0.09926974801632571,0.0196,0.3191,0.0088,9.7
216.04,225.0,0.09926974801632571,0.0196,0.3191,0.0088,4.8
216.04,115.0,0.1184347035262504,0.0196,0.3191,0.0088,90.6
216.04,150.0,0.1184347035262504,0.0196,0.3191,0.0088,67.0
216.04,160.0,0.1184347035262504,0.0196,0.3191,0.0088,50.6
216.04,165.0,0.1184347035262504,0.0196,0.3191,0.0088,56.9
216.04,175.0,0.1184347035262504,0.0196,0.3191,0.0088,39.6
216.04,180.0,0.1184347035262504,0.0196,0.3191,0.0088,41.8
216.04,185.0,0.1184347035262504,0.0196,0.3191,0.0088,33.5
216.04,190.0,0.1184347035262504,0.0196,0.3191,0.0088,26.8
216.04,195.0,0.1184347035262504,0.0196,0.3191,0.0088,24.6
216.04,200.0,0.1184347035262504,0.0196,0.3191,0.0088,20.6
216.04,210.0,0.1184347035262504,0.0196,0.3191,0.0088,13.2
216.04,220.0,0.1184347035262504,0.0196,0.3191,0.0088,7.5
216.04,230.0,0.1184347035262504,0.0196,0.3191,0.0088,3.6
216.04,240.0,0.1184347035262504,0.0196,0.3191,0.0088,1.55
216.04,250.0,0.1184347035262504,0.0196,0.3191,0.0088,0.55
216.04,260.0,0.1184347035262504,0.0196,0.3191,0.0088,0.4
216.04,270.0,0.1184347035262504,0.0196,0.3191,0.0088,0.4
216.04,280.0,0.1184347035262504,0.0196,0.3191,0.0088,0.25
216.04,290.0,0.1184347035262504,0.0196,0.3191,0.0088,0.3
216.04,300.0,0.1184347035262504,0.0196,0.3191,0.0088,0.35
216.04,310.0,0.1184347035262504,0.0196,0.3191,0.0088,0.35
216.04,320.0,0.1184347035262504,0.0196,0.3191,0.0088,0.75
216.04,330.0,0.1184347035262504,0.0196,0.3191,0.0088,0.8
216.04,190.0,0.36757912515527164,0.0196,0.3191,0.0088,34.1
216.04,195.0,0.36757912515527164,0.0196,0.3191,0.0088,34.7
216.04,200.0,0.36757912515527164,0.0196,0.3191,0.0088,26.3
216.04,210.0,0.36757912515527164,0.0196,0.3191,0.0088,19.8
216.04,220.0,0.36757912515527164,0.0196,0.3191,0.0088,14.5
216.04,230.0,0.36757912515527164,0.0196,0.3191,0.0088,9.4
216.04,240.0,0.36757912515527164,0.0196,0.3191,0.0088,6.0
216.04,250.0,0.36757912515527164,0.0196,0.3191,0.0088,4.2
216.04,260.0,0.36757912515527164,0.0196,0.3191,0.0088,2.1
216.04,270.0,0.36757912515527164,0.0196,0.3191,0.0088,1.2
216.04,280.0,0.36757912515527164,0.0196,0.3191,0.0088,1.25
216.04,65.0,0.540063724744594,0.0196,0.3191,0.0088,153.2
216.04,80.0,0.540063724744594,0.0196,0.3191,0.0088,120.9
216.04,85.0,0.540063724744594,0.0196,0.3191,0.0088,152.0
216.04,90.0,0.540063724744594,0.0196,0.3191,0.0088,147.0
216.04,95.0,0.540063724744594,0.0196,0.3191,0.0088,130.8
216.04,100.0,0.540063724744594,0.0196,0.3191,0.0088,100.0
216.04,110.0,0.540063724744594,0.0196,0.3191,0.0088,100.7
216.04,120.0,0.540063724744594,0.0196,0.3191,0.0088,117.5
216.04,125.0,0.540063724744594,0.0196,0.3191,0.0088,113.0
216.04,130.0,0.540063724744594,0.0196,0.3191,0.0088,92.9
216.04,135.0,0.540063724744594,0.0196,0.3191,0.0088,103.3
216.04,140.0,0.540063724744594,0.0196,0.3191,0.0088,65.5
216.04,145.0,0.540063724744594,0.0196,0.3191,0.0088,79.4
216.04,150.0,0.540063724744594,0.0196,0.3191,0.0088,56.3
216.04,155.0,0.540063724744594,0.0196,0.3191,0.0088,65.2
216.04,160.0,0.540063724744594,0.0196,0.3191,0.0088,69.4
216.04,165.0,0.540063724744594,0.0196,0.3191,0.0088,71.9
216.04,170.0,0.540063724744594,0.0196,0.3191,0.0088,39.7
216.04,175.0,0.540063724744594,0.0196,0.3191,0.0088,48.3
216.04,180.0,0.540063724744594,0.0196,0.3191,0.0088,46.4
216.04,185.0,0.540063724744594,0.0196,0.3191,0.0088,32.4
216.04,190.0,0.540063724744594,0.0196,0.3191,0.0088,36.4
216.04,195.0,0.540063724744594,0.0196,0.3191,0.0088,35.5
216.04,200.0,0.540063724744594,0.0196,0.3191,0.0088,28.5
216.04,210.0,0.540063724744594,0.0196,0.3191,0.0088,22.1
216.04,220.0,0.540063724744594,0.0196,0.3191,0.0088,16.6
216.04,230.0,0.540063724744594,0.0196,0.3191,0.0088,12.0
216.04,240.0,0.540063724744594,0.0196,0.3191,0.0088,8.3
216.04,250.0,0.540063724744594,0.0196,0.3191,0.0088,5.6
216.04,260.0,0.540063724744594,0.0196,0.3191,0.0088,3.5
216.04,270.0,0.540063724744594,0.0196,0.3191,0.0088,2.15
216.04,280.0,0.540063724744594,0.0196,0.3191,0.0088,1.4
216.04,290.0,0.540063724744594,0.0196,0.3191,0.0088,0.8
216.04,300.0,0.540063724744594,0.0196,0.3191,0.0088,0.7
216.04,310.0,0.540063724744594,0.0196,0.3191,0.0088,0.6
216.04,320.0,0.540063724744594,0.0196,0.3191,0.0088,1.2
216.04,330.0,0.540063724744594,0.0196,0.3191,0.0088,0.7
216.04,340.0,0.540063724744594,0.0196,0.3191,0.0088,0.4
216.04,210.0,0.6167235467842929,0.0196,0.3191,0.0088,24.3
216.04,220.0,0.6167235467842929,0.0196,0.3191,0.0088,18.9
216.04,230.0,0.6167235467842929,0.0196,0.3191,0.0088,14.7
216.04,240.0,0.6167235467842929,0.0196,0.3191,0.0088,10.0
216.04,250.0,0.6167235467842929,0.0196,0.3191,0.0088,8.1
216.04,260.0,0.6167235467842929,0.0196,0.3191,0.0088,4.9
216.04,270.0,0.6167235467842929,0.0196,0.3191,0.0088,3.2
216.04,200.0,0.9425277904530129,0.0196,0.3191,0.0088,31.0
216.04,210.0,0.9425277904530129,0.0196,0.3191,0.0088,26.8
216.04,220.0,0.9425277904530129,0.0196,0.3191,0.0088,26.9
216.04,230.0,0.9425277904530129,0.0196,0.3191,0.0088,20.2
216.04,240.0,0.9425277904530129,0.0196,0.3191,0.0088,12.6
216.04,250.0,0.9425277904530129,0.0196,0.3191,0.0088,13.0
216.04,260.0,0.9425277904530129,0.0196,0.3191,0.0088,10.0
216.04,270.0,0.9425277904530129,0.0196,0.3191,0.0088,9.2
216.04,290.0,0.9425277904530129,0.0196,0.3191,0.0088,3.5
216.04,100.0,1.536641411260679,0.0196,0.3191,0.0088,126.3
216.04,110.0,1.536641411260679,0.0196,0.3191,0.0088,94.0
216.04,130.0,1.536641411260679,0.0196,0.3191,0.0088,105.4
216.04,150.0,1.536641411260679,0.0196,0.3191,0.0088,73.8
216.04,155.0,1.536641411260679,0.0196,0.3191,0.0088,67.0
216.04,160.0,1.536641411260679,0.0196,0.3191,0.0088,83.4
216.04,170.0,1.536641411260679,0.0196,0.3191,0.0088,43.7
216.04,175.0,1.536641411260679,0.0196,0.3191,0.0088,59.0
216.04,180.0,1.536641411260679,0.0196,0.3191,0.0088,44.5
216.04,185.0,1.536641411260679,0.0196,0.3191,0.0088,65.0
216.04,190.0,1.536641411260679,0.0196,0.3191,0.0088,40.4
216.04,195.0,1.536641411260679,0.0196,0.3191,0.0088,53.6
216.04,200.0,1.536641411260679,0.0196,0.3191,0.0088,41.2
216.04,210.0,1.536641411260679,0.0196,0.3191,0.0088,36.7
216.04,220.0,1.536641411260679,0.0196,0.3191,0.0088,32.0
216.04,230.0,1.536641411260679,0.0196,0.3191,0.0088,26.3
216.04,240.0,1.536641411260679,0.0196,0.3191,0.0088,21.7
216.04,250.0,1.536641411260679,0.0196,0.3191,0.0088,18.2
216.04,260.0,1.536641411260679,0.0196,0.3191,0.0088,16.0
216.04,270.0,1.536641411260679,0.0196,0.3191,0.0088,23.2
216.04,280.0,1.536641411260679,0.0196,0.3191,0.0088,9.9
216.04,290.0,1.536641411260679,0.0196,0.3191,0.0088,8.6
216.04,300.0,1.536641411260679,0.0196,0.3191,0.0088,6.5
216.04,310.0,1.536641411260679,0.0196,0.3191,0.0088,5.3
216.04,320.0,1.536641411260679,0.0196,0.3191,0.0088,4.9
216.04,340.0,1.536641411260679,0.0196,0.3191,0.0088,3.4
216.04,360.0,1.536641411260679,0.0196,0.3191,0.0088,2.7
380.53,185.0,0.0034449704667021573,0,0.4131,0.0088,196.1
380.53,200.0,0.0034449704667021573,0,0.4131,0.0088,181.25
380.53,265.0,0.0034449704667021573,0,0.4131,0.0088,116.25
380.53,270.0,0.0034449704667021573,0,0.4131,0.0088,111.2
380.53,280.0,0.0034449704667021573,0,0.4131,0.0088,101.3
380.53,290.0,0.0034449704667021573,0,0.4131,0.0088,91.25
380.53,295.0,0.0034449704667021573,0,0.4131,0.0088,86.25
380.53,300.0,0.0034449704667021573,0,0.4131,0.0088,81.25
380.53,310.0,0.0034449704667021573,0,0.4131,0.0088,71.25
380.53,325.0,0.0034449704667021573,0,0.4131,0.0088,56.15
380.53,330.0,0.0034449704667021573,0,0.4131,0.0088,51.1
380.53,335.0,0.0034449704667021573,0,0.4131,0.0088,46.1
380.53,340.0,0.0034449704667021573,0,0.4131,0.0088,41.5
380.53,345.0,0.0034449704667021573,0,0.4131,0.0088,36.4
380.53,350.0,0.0034449704667021573,0,0.4131,0.0088,31.5
380.53,355.0,0.0034449704667021573,0,0.4131,0.0088,26.85
380.53,357.5,0.0034449704667021573,0,0.4131,0.0088,24.55
380.53,360.0,0.0034449704667021573,0,0.4131,0.0088,21.95
380.53,362.5,0.0034449704667021573,0,0.4131,0.0088,19.55
380.53,365.0,0.0034449704667021573,0,0.4131,0.0088,17.35
380.53,367.5,0.0034449704667021573,0,0.4131,0.0088,15.2
380.53,370.0,0.0034449704667021573,0,0.4131,0.0088,13.1
380.53,372.5,0.0034449704667021573,0,0.4131,0.0088,11.1
380.53,375.0,0.0034449704667021573,0,0.4131,0.0088,9.35
380.53,377.5,0.0034449704667021573,0,0.4131,0.0088,7.6
380.53,380.0,0.0034449704667021573,0,0.4131,0.0088,6.1
380.53,382.5,0.0034449704667021573,0,0.4131,0.0088,4.85
380.53,385.0,0.0034449704667021573,0,0.4131,0.0088,3.7
380.53,390.0,0.0034449704667021573,0,0.4131,0.0088,1.94
380.53,395.0,0.0034449704667021573,0,0.4131,0.0088,0.96
380.53,400.0,0.0034449704667021573,0,0.4131,0.0088,0.46
380.53,405.0,0.0034449704667021573,0,0.4131,0.0088,0.24
380.53,410.0,0.0034449704667021573,0,0.4131,0.0088,0.13
380.53,415.0,0.0034449704667021573,0,0.4131,0.0088,0.06
380.53,420.0,0.0034449704667021573,0,0.4131,0.0088,0.08
380.53,425.0,0.0034449704667021573,0,0.4131,0.0088,0.06
380.53,430.0,0.0034449704667021573,0,0.4131,0.0088,0.04
380.53,435.0,0.0034449704667021573,0,0.4131,0.0088,0.05
380.53,440.0,0.0034449704667021573,0,0.4131,0.0088,0.04
380.53,445.0,0.0034449704667021573,0,0.4131,0.0088,0.05
380.53,450.0,0.0034449704667021573,0,0.4131,0.0088,0.04
380.53,455.0,0.0034449704667021573,0,0.4131,0.0088,0.03
380.53,460.0,0.0034449704667021573,0,0.4131,0.0088,0.03
380.53,465.0,0.0034449704667021573,0,0.4131,0.0088,0.04
380.53,470.0,0.0034449704667021573,0,0.4131,0.0088,0.03
380.53,475.0,0.0034449704667021573,0,0.4131,0.0088,0.04
380.53,480.0,0.0034449704667021573,0,0.4131,0.0088,0.03
380.53,485.0,0.0034449704667021573,0,0.4131,0.0088,0.03
380.53,490.0,0.0034449704667021573,0,0.4131,0.0088,0.04
380.53,495.0,0.0034449704667021573,0,0.4131,0.0088,0.04
380.53,500.0,0.0034449704667021573,0,0.4131,0.0088,0.03
380.53,510.0,0.0034449704667021573,0,0.4131,0.0088,0.04
380.53,520.0,0.0034449704667021573,0,0.4131,0.0088,0.02
380.53,530.0,0.0034449704667021573,0,0.4131,0.0088,0.29
380.53,540.0,0.0034449704667021573,0,0.4131,0.0088,0.03
380.53,550.0,0.0034449704667021573,0,0.4131,0.0088,0.03
380.53,560.0,0.0034449704667021573,0,0.4131,0.0088,0.03
380.53,570.0,0.0034449704667021573,0,0.4131,0.0088,0.03
380.53,610.0,0.0034449704667021573,0,0.4131,0.0088,0.01
380.53,200.0,0.022609925976626866,0,0.4131,0.0088,181.45
380.53,210.0,0.022609925976626866,0,0.4131,0.0088,171.3
380.53,265.0,0.022609925976626866,0,0.4131,0.0088,119.95
380.53,290.0,0.022609925976626866,0,0.4131,0.0088,91.4
380.53,295.0,0.022609925976626866,0,0.4131,0.0088,86.55
380.53,300.0,0.022609925976626866,0,0.4131,0.0088,81.4
380.53,305.0,0.022609925976626866,0,0.4131,0.0088,94.25
380.53,310.0,0.022609925976626866,0,0.4131,0.0088,71.6
380.53,315.0,0.022609925976626866,0,0.4131,0.0088,66.7
380.53,320.0,0.022609925976626866,0,0.4131,0.0088,61.65
380.53,325.0,0.022609925976626866,0,0.4131,0.0088,56.8
380.53,330.0,0.022609925976626866,0,0.4131,0.0088,51.9
380.53,335.0,0.022609925976626866,0,0.4131,0.0088,47.15
380.53,340.0,0.022609925976626866,0,0.4131,0.0088,42.45
380.53,345.0,0.022609925976626866,0,0.4131,0.0088,37.9
380.53,350.0,0.022609925976626866,0,0.4131,0.0088,33.3
380.53,355.0,0.022609925976626866,0,0.4131,0.0088,29.0
380.53,360.0,0.022609925976626866,0,0.4131,0.0088,24.8
380.53,365.0,0.022609925976626866,0,0.4131,0.0088,20.8
380.53,370.0,0.022609925976626866,0,0.4131,0.0088,17.25
380.53,372.5,0.022609925976626866,0,0.4131,0.0088,15.5
380.53,375.0,0.022609925976626866,0,0.4131,0.0088,13.9
380.53,377.5,0.022609925976626866,0,0.4131,0.0088,12.4
380.53,380.0,0.022609925976626866,0,0.4131,0.0088,10.9
380.53,385.0,0.022609925976626866,0,0.4131,0.0088,8.45
380.53,390.0,0.022609925976626866,0,0.4131,0.0088,6.25
380.53,395.0,0.022609925976626866,0,0.4131,0.0088,4.5
380.53,400.0,0.022609925976626866,0,0.4131,0.0088,3.2
380.53,405.0,0.022609925976626866,0,0.4131,0.0088,2.17
380.53,410.0,0.022609925976626866,0,0.4131,0.0088,1.48
380.53,415.0,0.022609925976626866,0,0.4131,0.0088,0.99
380.53,420.0,0.022609925976626866,0,0.4131,0.0088,0.65
380.53,425.0,0.022609925976626866,0,0.4131,0.0088,0.5
380.53,430.0,0.022609925976626866,0,0.4131,0.0088,0.38
380.53,435.0,0.022609925976626866,0,0.4131,0.0088,0.31
380.53,440.0,0.022609925976626866,0,0.4131,0.0088,0.25
380.53,445.0,0.022609925976626866,0,0.4131,0.0088,0.24
380.53,450.0,0.022609925976626866,0,0.4131,0.0088,0.36
380.53,455.0,0.022609925976626866,0,0.4131,0.0088,0.37
380.53,460.0,0.022609925976626866,0,0.4131,0.0088,0.37
380.53,465.0,0.022609925976626866,0,0.4131,0.0088,0.25
380.53,470.0,0.022609925976626866,0,0.4131,0.0088,0.24
380.53,475.0,0.022609925976626866,0,0.4131,0.0088,0.36
380.53,480.0,0.022609925976626866,0,0.4131,0.0088,0.14
380.53,485.0,0.022609925976626866,0,0.4131,0.0088,0.32
380.53,490.0,0.022609925976626866,0,0.4131,0.0088,0.08
380.53,495.0,0.022609925976626866,0,0.4131,0.0088,0.29
380.53,500.0,0.022609925976626866,0,0.4131,0.0088,0.05
380.53,505.0,0.022609925976626866,0,0.4131,0.0088,0.05
380.53,510.0,0.022609925976626866,0,0.4131,0.0088,0.15
380.53,515.0,0.022609925976626866,0,0.4131,0.0088,0.07
380.53,520.0,0.022609925976626866,0,0.4131,0.0088,0.04
380.53,525.0,0.022609925976626866,0,0.4131,0.0088,0.05
380.53,530.0,0.022609925976626866,0,0.4131,0.0088,0.05
380.53,535.0,0.022609925976626866,0,0.4131,0.0088,0.04
380.53,540.0,0.022609925976626866,0,0.4131,0.0088,0.03
380.53,545.0,0.022609925976626866,0,0.4131,0.0088,0.04
380.53,550.0,0.022609925976626866,0,0.4131,0.0088,0.04
380.53,555.0,0.022609925976626866,0,0.4131,0.0088,0.04
380.53,560.0,0.022609925976626866,0,0.4131,0.0088,0.04
380.53,565.0,0.022609925976626866,0,0.4131,0.0088,0.04
380.53,570.0,0.022609925976626866,0,0.4131,0.0088,0.03
380.53,575.0,0.022609925976626866,0,0.4131,0.0088,0.03
380.53,580.0,0.022609925976626866,0,0.4131,0.0088,0.09
380.53,585.0,0.022609925976626866,0,0.4131,0.0088,0.08
380.53,590.0,0.022609925976626866,0,0.4131,0.0088,0.11
380.53,595.0,0.022609925976626866,0,0.4131,0.0088,0.07
380.53,600.0,0.022609925976626866,0,0.4131,0.0088,0.13
380.53,605.0,0.022609925976626866,0,0.4131,0.0088,0.54
380.53,610.0,0.022609925976626866,0,0.4131,0.0088,0.13
380.53,615.0,0.022609925976626866,0,0.4131,0.0088,0.04
380.53,620.0,0.022609925976626866,0,0.4131,0.0088,0.07
380.53,625.0,0.022609925976626866,0,0.4131,0.0088,0.08
380.53,630.0,0.022609925976626866,0,0.4131,0.0088,0.07
380.53,635.0,0.022609925976626866,0,0.4131,0.0088,0.23
380.53,640.0,0.022609925976626866,0,0.4131,0.0088,0.1
380.53,645.0,0.022609925976626866,0,0.4131,0.0088,0.06
380.53,650.0,0.022609925976626866,0,0.4131,0.0088,0.07
380.53,655.0,0.022609925976626866,0,0.4131,0.0088,0.1
380.53,660.0,0.022609925976626866,0,0.4131,0.0088,0.02
380.53,665.0,0.022609925976626866,0,0.4131,0.0088,0.14
380.53,670.0,0.022609925976626866,0,0.4131,0.0088,0.35
380.53,675.0,0.022609925976626866,0,0.4131,0.0088,0.08
380.53,680.0,0.022609925976626866,0,0.4131,0.0088,0.07
380.53,685.0,0.022609925976626866,0,0.4131,0.0088,0.12
380.53,690.0,0.022609925976626866,0,0.4131,0.0088,0.11
380.53,695.0,0.022609925976626866,0,0.4131,0.0088,0.09
380.53,700.0,0.022609925976626866,0,0.4131,0.0088,0.05
380.53,705.0,0.022609925976626866,0,0.4131,0.0088,1.58
380.53,710.0,0.022609925976626866,0,0.4131,0.0088,0.52
380.53,715.0,0.022609925976626866,0,0.4131,0.0088,4.1
380.53,720.0,0.022609925976626866,0,0.4131,0.0088,0.28
380.53,725.0,0.022609925976626866,0,0.4131,0.0088,0.12
380.53,730.0,0.022609925976626866,0,0.4131,0.0088,0.03
380.53,735.0,0.022609925976626866,0,0.4131,0.0088,0.11
380.53,740.0,0.022609925976626866,0,0.4131,0.0088,0.07
380.53,745.0,0.022609925976626866,0,0.4131,0.0088,0.33
380.53,750.0,0.022609925976626866,0,0.4131,0.0088,0.12
380.53,755.0,0.022609925976626866,0,0.4131,0.0088,2.41
380.53,760.0,0.022609925976626866,0,0.4131,0.0088,2.17
380.53,765.0,0.022609925976626866,0,0.4131,0.0088,0.34
380.53,770.0,0.022609925976626866,0,0.4131,0.0088,2.59
380.53,775.0,0.022609925976626866,0,0.4131,0.0088,4.8
380.53,780.0,0.022609925976626866,0,0.4131,0.0088,0.33
380.53,800.0,0.022609925976626866,0,0.4131,0.0088,0.2
380.53,840.0,0.022609925976626866,0,0.4131,0.0088,0.32
380.53,860.0,0.022609925976626866,0,0.4131,0.0088,4.0
380.53,880.0,0.022609925976626866,0,0.4131,0.0088,0.35
380.53,900.0,0.022609925976626866,0,0.4131,0.0088,0.06
380.53,920.0,0.022609925976626866,0,0.4131,0.0088,0.35
380.53,940.0,0.022609925976626866,0,0.4131,0.0088,0.36
380.53,960.0,0.022609925976626866,0,0.4131,0.0088,0.36
380.53,980.0,0.022609925976626866,0,0.4131,0.0088,0.36
380.53,1000.0,0.022609925976626866,0,0.4131,0.0088,0.41
380.53,1020.0,0.022609925976626866,0,0.4131,0.0088,0.36
380.53,1040.0,0.022609925976626866,0,0.4131,0.0088,0.33
380.53,280.0,0.04177488148655158,0,0.4131,0.0088,101.95
380.53,350.0,0.04177488148655158,0,0.4131,0.0088,35.2
380.53,360.0,0.04177488148655158,0,0.4131,0.0088,27.35
380.53,365.0,0.04177488148655158,0,0.4131,0.0088,23.55
380.53,370.0,0.04177488148655158,0,0.4131,0.0088,20.15
380.53,375.0,0.04177488148655158,0,0.4131,0.0088,16.9
380.53,380.0,0.04177488148655158,0,0.4131,0.0088,14.05
380.53,385.0,0.04177488148655158,0,0.4131,0.0088,11.5
380.53,390.0,0.04177488148655158,0,0.4131,0.0088,9.2
380.53,395.0,0.04177488148655158,0,0.4131,0.0088,7.25
380.53,400.0,0.04177488148655158,0,0.4131,0.0088,5.7
380.53,405.0,0.04177488148655158,0,0.4131,0.0088,4.35
380.53,410.0,0.04177488148655158,0,0.4131,0.0088,3.25
380.53,415.0,0.04177488148655158,0,0.4131,0.0088,2.42
380.53,420.0,0.04177488148655158,0,0.4131,0.0088,1.81
380.53,425.0,0.04177488148655158,0,0.4131,0.0088,1.35
380.53,430.0,0.04177488148655158,0,0.4131,0.0088,1.0
380.53,435.0,0.04177488148655158,0,0.4131,0.0088,0.75
380.53,440.0,0.04177488148655158,0,0.4131,0.0088,0.59
380.53,445.0,0.04177488148655158,0,0.4131,0.0088,0.48
380.53,450.0,0.04177488148655158,0,0.4131,0.0088,0.39
380.53,455.0,0.04177488148655158,0,0.4131,0.0088,0.29
380.53,460.0,0.04177488148655158,0,0.4131,0.0088,0.24
380.53,465.0,0.04177488148655158,0,0.4131,0.0088,0.26
380.53,470.0,0.04177488148655158,0,0.4131,0.0088,0.39
380.53,475.0,0.04177488148655158,0,0.4131,0.0088,0.16
380.53,480.0,0.04177488148655158,0,0.4131,0.0088,0.15
380.53,485.0,0.04177488148655158,0,0.4131,0.0088,0.14
380.53,490.0,0.04177488148655158,0,0.4131,0.0088,0.34
380.53,495.0,0.04177488148655158,0,0.4131,0.0088,0.37
380.53,500.0,0.04177488148655158,0,0.4131,0.0088,0.13
380.53,510.0,0.04177488148655158,0,0.4131,0.0088,0.36
380.53,520.0,0.04177488148655158,0,0.4131,0.0088,0.34
380.53,530.0,0.04177488148655158,0,0.4131,0.0088,0.34
380.53,550.0,0.04177488148655158,0,0.4131,0.0088,0.34
380.53,560.0,0.04177488148655158,0,0.4131,0.0088,0.34
380.53,610.0,0.04177488148655158,0,0.4131,0.0088,0.2
380.53,260.0,0.06093983699647629,0,0.4131,0.0088,122.15
380.53,270.0,0.06093983699647629,0,0.4131,0.0088,112.25
380.53,320.0,0.06093983699647629,0,0.4131,0.0088,63.85
380.53,340.0,0.06093983699647629,0,0.4131,0.0088,45.75
380.53,345.0,0.06093983699647629,0,0.4131,0.0088,41.65
380.53,350.0,0.06093983699647629,0,0.4131,0.0088,37.4
380.53,355.0,0.06093983699647629,0,0.4131,0.0088,33.45
380.53,360.0,0.06093983699647629,0,0.4131,0.0088,29.7
380.53,365.0,0.06093983699647629,0,0.4131,0.0088,26.15
380.53,370.0,0.06093983699647629,0,0.4131,0.0088,22.75
380.53,375.0,0.06093983699647629,0,0.4131,0.0088,19.7
380.53,380.0,0.06093983699647629,0,0.4131,0.0088,16.85
380.53,385.0,0.06093983699647629,0,0.4131,0.0088,14.2
380.53,390.0,0.06093983699647629,0,0.4131,0.0088,11.9
380.53,395.0,0.06093983699647629,0,0.4131,0.0088,9.8
380.53,400.0,0.06093983699647629,0,0.4131,0.0088,8.05
